sentence,word,label
"Mujhe thora break chahiye, then I will continue working.",I,ENG
"Mujhe thora break chahiye, then I will continue working.",will,ENG
"Mujhe thora break chahiye, then I will continue working.",continue,ENG
"Mujhe thora break chahiye, then I will continue working.",working,ENG
"Yaar this is exactly what I needed, thank you so much.",Yaar,URD
"Yaar this is exactly what I needed, thank you so much.",this,ENG
"Yaar this is exactly what I needed, thank you so much.",is,URD
"Yaar this is exactly what I needed, thank you so much.",exactly,ENG
"Yaar this is exactly what I needed, thank you so much.",what,ENG
"Yaar this is exactly what I needed, thank you so much.",I,ENG
"Yaar this is exactly what I needed, thank you so much.",needed,ENG
"Yaar this is exactly what I needed, thank you so much.",thank,ENG
"Yaar this is exactly what I needed, thank you so much.",you,ENG
"Yaar this is exactly what I needed, thank you so much.",so,ENG
"Yaar this is exactly what I needed, thank you so much.",much,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",Main,URD
"Main kal tumhare ghar aaungi, if that's okay with you.",kal,URD
"Main kal tumhare ghar aaungi, if that's okay with you.",tumhare,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",ghar,URD
"Main kal tumhare ghar aaungi, if that's okay with you.",aaungi,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",if,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",that's,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",okay,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",with,ENG
"Main kal tumhare ghar aaungi, if that's okay with you.",you,ENG
"Ye website bohot easy hai, you can register in a few minutes.",Ye,URD
"Ye website bohot easy hai, you can register in a few minutes.",website,ENG
"Ye website bohot easy hai, you can register in a few minutes.",bohot,URD
"Ye website bohot easy hai, you can register in a few minutes.",easy,ENG
"Ye website bohot easy hai, you can register in a few minutes.",hai,URD
"Ye website bohot easy hai, you can register in a few minutes.",you,ENG
"Ye website bohot easy hai, you can register in a few minutes.",can,ENG
"Ye website bohot easy hai, you can register in a few minutes.",register,ENG
"Ye website bohot easy hai, you can register in a few minutes.",in,ENG
"Ye website bohot easy hai, you can register in a few minutes.",a,ENG
"Ye website bohot easy hai, you can register in a few minutes.",few,ENG
"Ye website bohot easy hai, you can register in a few minutes.",minutes,ENG
Bhai mujhe batao tumhara favorite part konsa tha?,Bhai,URD
Bhai mujhe batao tumhara favorite part konsa tha?,mujhe,URD
Bhai mujhe batao tumhara favorite part konsa tha?,batao,URD
Bhai mujhe batao tumhara favorite part konsa tha?,tumhara,URD
Bhai mujhe batao tumhara favorite part konsa tha?,favorite,ENG
Bhai mujhe batao tumhara favorite part konsa tha?,part,ENG
Bhai mujhe batao tumhara favorite part konsa tha?,konsa,URD
Bhai mujhe batao tumhara favorite part konsa tha?,tha,URD
"Aaj traffic bohot zyada hai, we should leave early.",Aaj,URD
"Aaj traffic bohot zyada hai, we should leave early.",traffic,ENG
"Aaj traffic bohot zyada hai, we should leave early.",bohot,URD
"Aaj traffic bohot zyada hai, we should leave early.",zyada,URD
"Aaj traffic bohot zyada hai, we should leave early.",hai,URD
"Aaj traffic bohot zyada hai, we should leave early.",we,ENG
"Aaj traffic bohot zyada hai, we should leave early.",should,ENG
"Aaj traffic bohot zyada hai, we should leave early.",leave,ENG
"Aaj traffic bohot zyada hai, we should leave early.",early,ENG
Mujhe lagta hai ye decision sahi hai for everyone.,Mujhe,URD
Mujhe lagta hai ye decision sahi hai for everyone.,lagta,URD
Mujhe lagta hai ye decision sahi hai for everyone.,hai,URD
Mujhe lagta hai ye decision sahi hai for everyone.,ye,URD
Mujhe lagta hai ye decision sahi hai for everyone.,decision,ENG
Mujhe lagta hai ye decision sahi hai for everyone.,sahi,ENG
Mujhe lagta hai ye decision sahi hai for everyone.,hai,URD
Mujhe lagta hai ye decision sahi hai for everyone.,for,ENG
Mujhe lagta hai ye decision sahi hai for everyone.,everyone,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",Yaar,URD
"Yaar I was so tired, phir bhi assignment complete kiya.",I,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",was,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",so,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",tired,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",phir,URD
"Yaar I was so tired, phir bhi assignment complete kiya.",bhi,URD
"Yaar I was so tired, phir bhi assignment complete kiya.",assignment,URD
"Yaar I was so tired, phir bhi assignment complete kiya.",complete,ENG
"Yaar I was so tired, phir bhi assignment complete kiya.",kiya,ENG
"Main ne room clean kar liya, now I can relax.",Main,URD
"Main ne room clean kar liya, now I can relax.",ne,URD
"Main ne room clean kar liya, now I can relax.",room,ENG
"Main ne room clean kar liya, now I can relax.",clean,ENG
"Main ne room clean kar liya, now I can relax.",kar,URD
"Main ne room clean kar liya, now I can relax.",liya,URD
"Main ne room clean kar liya, now I can relax.",now,ENG
"Main ne room clean kar liya, now I can relax.",I,ENG
"Main ne room clean kar liya, now I can relax.",can,ENG
"Main ne room clean kar liya, now I can relax.",relax,ENG
"Please mujhe screenshot bhej do, I need to check something.",Please,ENG
"Please mujhe screenshot bhej do, I need to check something.",mujhe,URD
"Please mujhe screenshot bhej do, I need to check something.",screenshot,ENG
"Please mujhe screenshot bhej do, I need to check something.",bhej,ENG
"Please mujhe screenshot bhej do, I need to check something.",do,URD
"Please mujhe screenshot bhej do, I need to check something.",I,ENG
"Please mujhe screenshot bhej do, I need to check something.",need,ENG
"Please mujhe screenshot bhej do, I need to check something.",to,ENG
"Please mujhe screenshot bhej do, I need to check something.",check,ENG
"Please mujhe screenshot bhej do, I need to check something.",something,ENG
"Kal ka weather perfect tha, we should go again.",Kal,URD
"Kal ka weather perfect tha, we should go again.",ka,URD
"Kal ka weather perfect tha, we should go again.",weather,ENG
"Kal ka weather perfect tha, we should go again.",perfect,ENG
"Kal ka weather perfect tha, we should go again.",tha,URD
"Kal ka weather perfect tha, we should go again.",we,ENG
"Kal ka weather perfect tha, we should go again.",should,ENG
"Kal ka weather perfect tha, we should go again.",go,ENG
"Kal ka weather perfect tha, we should go again.",again,ENG
Bhai ye feature bohot useful hai for students.,Bhai,URD
Bhai ye feature bohot useful hai for students.,ye,URD
Bhai ye feature bohot useful hai for students.,feature,ENG
Bhai ye feature bohot useful hai for students.,bohot,URD
Bhai ye feature bohot useful hai for students.,useful,ENG
Bhai ye feature bohot useful hai for students.,hai,URD
Bhai ye feature bohot useful hai for students.,for,ENG
Bhai ye feature bohot useful hai for students.,students,ENG
"Mujhe English samajh aa jati hai, but speaking is difficult.",Mujhe,URD
"Mujhe English samajh aa jati hai, but speaking is difficult.",English,ENG
"Mujhe English samajh aa jati hai, but speaking is difficult.",samajh,URD
"Mujhe English samajh aa jati hai, but speaking is difficult.",aa,ENG
"Mujhe English samajh aa jati hai, but speaking is difficult.",jati,URD
"Mujhe English samajh aa jati hai, but speaking is difficult.",hai,URD
"Mujhe English samajh aa jati hai, but speaking is difficult.",but,ENG
"Mujhe English samajh aa jati hai, but speaking is difficult.",speaking,ENG
"Mujhe English samajh aa jati hai, but speaking is difficult.",is,URD
"Mujhe English samajh aa jati hai, but speaking is difficult.",difficult,ENG
Yaar tumhari new profile picture looks amazing.,Yaar,URD
Yaar tumhari new profile picture looks amazing.,tumhari,URD
Yaar tumhari new profile picture looks amazing.,new,ENG
Yaar tumhari new profile picture looks amazing.,profile,ENG
Yaar tumhari new profile picture looks amazing.,picture,ENG
Yaar tumhari new profile picture looks amazing.,looks,ENG
Yaar tumhari new profile picture looks amazing.,amazing,ENG
"Main abhi library mein hoon, I will message you later.",Main,URD
"Main abhi library mein hoon, I will message you later.",abhi,URD
"Main abhi library mein hoon, I will message you later.",library,ENG
"Main abhi library mein hoon, I will message you later.",mein,URD
"Main abhi library mein hoon, I will message you later.",hoon,URD
"Main abhi library mein hoon, I will message you later.",I,ENG
"Main abhi library mein hoon, I will message you later.",will,ENG
"Main abhi library mein hoon, I will message you later.",message,ENG
"Main abhi library mein hoon, I will message you later.",you,ENG
"Main abhi library mein hoon, I will message you later.",later,ENG
"Ye book bohot interesting hai, I can't stop reading it.",Ye,URD
"Ye book bohot interesting hai, I can't stop reading it.",book,ENG
"Ye book bohot interesting hai, I can't stop reading it.",bohot,URD
"Ye book bohot interesting hai, I can't stop reading it.",interesting,ENG
"Ye book bohot interesting hai, I can't stop reading it.",hai,URD
"Ye book bohot interesting hai, I can't stop reading it.",I,ENG
"Ye book bohot interesting hai, I can't stop reading it.",can't,ENG
"Ye book bohot interesting hai, I can't stop reading it.",stop,ENG
"Ye book bohot interesting hai, I can't stop reading it.",reading,ENG
"Ye book bohot interesting hai, I can't stop reading it.",it,ENG
"Bhai mujhe jaldi jaana hai, I have another meeting.",Bhai,URD
"Bhai mujhe jaldi jaana hai, I have another meeting.",mujhe,URD
"Bhai mujhe jaldi jaana hai, I have another meeting.",jaldi,ENG
"Bhai mujhe jaldi jaana hai, I have another meeting.",jaana,URD
"Bhai mujhe jaldi jaana hai, I have another meeting.",hai,URD
"Bhai mujhe jaldi jaana hai, I have another meeting.",I,ENG
"Bhai mujhe jaldi jaana hai, I have another meeting.",have,ENG
"Bhai mujhe jaldi jaana hai, I have another meeting.",another,ENG
"Bhai mujhe jaldi jaana hai, I have another meeting.",meeting,ENG
Aaj class mein teacher ne ek new topic explain kiya.,Aaj,URD
Aaj class mein teacher ne ek new topic explain kiya.,class,ENG
Aaj class mein teacher ne ek new topic explain kiya.,mein,URD
Aaj class mein teacher ne ek new topic explain kiya.,teacher,ENG
Aaj class mein teacher ne ek new topic explain kiya.,ne,URD
Aaj class mein teacher ne ek new topic explain kiya.,ek,ENG
Aaj class mein teacher ne ek new topic explain kiya.,new,ENG
Aaj class mein teacher ne ek new topic explain kiya.,topic,ENG
Aaj class mein teacher ne ek new topic explain kiya.,explain,ENG
Aaj class mein teacher ne ek new topic explain kiya.,kiya,ENG
Yaar seriously ye game bohot addictive hai.,Yaar,URD
Yaar seriously ye game bohot addictive hai.,seriously,ENG
Yaar seriously ye game bohot addictive hai.,ye,URD
Yaar seriously ye game bohot addictive hai.,game,ENG
Yaar seriously ye game bohot addictive hai.,bohot,URD
Yaar seriously ye game bohot addictive hai.,addictive,ENG
Yaar seriously ye game bohot addictive hai.,hai,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",Main,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",ne,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",assignment,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",upload,ENG
"Main ne assignment upload kar diya, hopefully everything is fine.",kar,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",diya,ENG
"Main ne assignment upload kar diya, hopefully everything is fine.",hopefully,ENG
"Main ne assignment upload kar diya, hopefully everything is fine.",everything,ENG
"Main ne assignment upload kar diya, hopefully everything is fine.",is,URD
"Main ne assignment upload kar diya, hopefully everything is fine.",fine,ENG
Mujhe lagta hai we need a better plan.,Mujhe,URD
Mujhe lagta hai we need a better plan.,lagta,URD
Mujhe lagta hai we need a better plan.,hai,URD
Mujhe lagta hai we need a better plan.,we,ENG
Mujhe lagta hai we need a better plan.,need,ENG
Mujhe lagta hai we need a better plan.,a,ENG
Mujhe lagta hai we need a better plan.,better,ENG
Mujhe lagta hai we need a better plan.,plan,ENG
Please mujhe bata dena agar koi problem ho.,Please,ENG
Please mujhe bata dena agar koi problem ho.,mujhe,URD
Please mujhe bata dena agar koi problem ho.,bata,URD
Please mujhe bata dena agar koi problem ho.,dena,URD
Please mujhe bata dena agar koi problem ho.,agar,URD
Please mujhe bata dena agar koi problem ho.,koi,ENG
Please mujhe bata dena agar koi problem ho.,problem,ENG
Please mujhe bata dena agar koi problem ho.,ho,URD
"Kal ka presentation ready hai, but I need to practice.",Kal,URD
"Kal ka presentation ready hai, but I need to practice.",ka,URD
"Kal ka presentation ready hai, but I need to practice.",presentation,ENG
"Kal ka presentation ready hai, but I need to practice.",ready,ENG
"Kal ka presentation ready hai, but I need to practice.",hai,URD
"Kal ka presentation ready hai, but I need to practice.",but,ENG
"Kal ka presentation ready hai, but I need to practice.",I,ENG
"Kal ka presentation ready hai, but I need to practice.",need,ENG
"Kal ka presentation ready hai, but I need to practice.",to,ENG
"Kal ka presentation ready hai, but I need to practice.",practice,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",Bhai,URD
"Bhai ye place bohot beautiful hai, let's take some pictures.",ye,URD
"Bhai ye place bohot beautiful hai, let's take some pictures.",place,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",bohot,URD
"Bhai ye place bohot beautiful hai, let's take some pictures.",beautiful,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",hai,URD
"Bhai ye place bohot beautiful hai, let's take some pictures.",let's,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",take,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",some,ENG
"Bhai ye place bohot beautiful hai, let's take some pictures.",pictures,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",Main,URD
"Main tumhara message abhi dekha, sorry for the late reply.",tumhara,URD
"Main tumhara message abhi dekha, sorry for the late reply.",message,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",abhi,URD
"Main tumhara message abhi dekha, sorry for the late reply.",dekha,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",sorry,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",for,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",the,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",late,ENG
"Main tumhara message abhi dekha, sorry for the late reply.",reply,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",Yaar,URD
"Yaar this food is amazing, bohot maza aa raha hai.",this,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",food,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",is,URD
"Yaar this food is amazing, bohot maza aa raha hai.",amazing,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",bohot,URD
"Yaar this food is amazing, bohot maza aa raha hai.",maza,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",aa,ENG
"Yaar this food is amazing, bohot maza aa raha hai.",raha,URD
"Yaar this food is amazing, bohot maza aa raha hai.",hai,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",Mujhe,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",ghar,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",pohanch,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",kar,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",call,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",karna,URD
"Mujhe ghar pohanch kar call karna, I need to talk to you.",I,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",need,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",to,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",talk,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",to,ENG
"Mujhe ghar pohanch kar call karna, I need to talk to you.",you,ENG
"Aaj meri meeting online hai, so I will work from home.",Aaj,URD
"Aaj meri meeting online hai, so I will work from home.",meri,URD
"Aaj meri meeting online hai, so I will work from home.",meeting,ENG
"Aaj meri meeting online hai, so I will work from home.",online,ENG
"Aaj meri meeting online hai, so I will work from home.",hai,URD
"Aaj meri meeting online hai, so I will work from home.",so,ENG
"Aaj meri meeting online hai, so I will work from home.",I,ENG
"Aaj meri meeting online hai, so I will work from home.",will,ENG
"Aaj meri meeting online hai, so I will work from home.",work,ENG
"Aaj meri meeting online hai, so I will work from home.",from,ENG
"Aaj meri meeting online hai, so I will work from home.",home,ENG
"Ye laptop fast hai, but battery thori weak hai.",Ye,URD
"Ye laptop fast hai, but battery thori weak hai.",laptop,ENG
"Ye laptop fast hai, but battery thori weak hai.",fast,ENG
"Ye laptop fast hai, but battery thori weak hai.",hai,URD
"Ye laptop fast hai, but battery thori weak hai.",but,ENG
"Ye laptop fast hai, but battery thori weak hai.",battery,ENG
"Ye laptop fast hai, but battery thori weak hai.",thori,URD
"Ye laptop fast hai, but battery thori weak hai.",weak,ENG
"Ye laptop fast hai, but battery thori weak hai.",hai,URD
"Bhai don't be late, everyone is already waiting.",Bhai,URD
"Bhai don't be late, everyone is already waiting.",don't,ENG
"Bhai don't be late, everyone is already waiting.",be,ENG
"Bhai don't be late, everyone is already waiting.",late,ENG
"Bhai don't be late, everyone is already waiting.",everyone,ENG
"Bhai don't be late, everyone is already waiting.",is,URD
"Bhai don't be late, everyone is already waiting.",already,ENG
"Bhai don't be late, everyone is already waiting.",waiting,ENG
"Main ne saara data collect kar liya, now we can start.",Main,URD
"Main ne saara data collect kar liya, now we can start.",ne,URD
"Main ne saara data collect kar liya, now we can start.",saara,ENG
"Main ne saara data collect kar liya, now we can start.",data,ENG
"Main ne saara data collect kar liya, now we can start.",collect,ENG
"Main ne saara data collect kar liya, now we can start.",kar,URD
"Main ne saara data collect kar liya, now we can start.",liya,URD
"Main ne saara data collect kar liya, now we can start.",now,ENG
"Main ne saara data collect kar liya, now we can start.",we,ENG
"Main ne saara data collect kar liya, now we can start.",can,ENG
"Main ne saara data collect kar liya, now we can start.",start,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,Yaar,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,mujhe,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,ye,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,song,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,baar,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,baar,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,sunne,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,ka,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,dil,ENG
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,kar,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,raha,URD
Yaar mujhe ye song baar baar sunne ka dil kar raha hai.,hai,URD
Kal exam ke baad we can finally relax.,Kal,URD
Kal exam ke baad we can finally relax.,exam,ENG
Kal exam ke baad we can finally relax.,ke,URD
Kal exam ke baad we can finally relax.,baad,URD
Kal exam ke baad we can finally relax.,we,ENG
Kal exam ke baad we can finally relax.,can,ENG
Kal exam ke baad we can finally relax.,finally,ENG
Kal exam ke baad we can finally relax.,relax,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",Mujhe,URD
"Mujhe ye explanation clear hai, thank you for helping me.",ye,URD
"Mujhe ye explanation clear hai, thank you for helping me.",explanation,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",clear,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",hai,URD
"Mujhe ye explanation clear hai, thank you for helping me.",thank,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",you,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",for,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",helping,ENG
"Mujhe ye explanation clear hai, thank you for helping me.",me,ENG
"Please apni location share kar do, I am nearby.",Please,ENG
"Please apni location share kar do, I am nearby.",apni,URD
"Please apni location share kar do, I am nearby.",location,ENG
"Please apni location share kar do, I am nearby.",share,ENG
"Please apni location share kar do, I am nearby.",kar,URD
"Please apni location share kar do, I am nearby.",do,URD
"Please apni location share kar do, I am nearby.",I,ENG
"Please apni location share kar do, I am nearby.",am,ENG
"Please apni location share kar do, I am nearby.",nearby,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",Aaj,URD
"Aaj ka weather bohot hot hai, I need some cold water.",ka,URD
"Aaj ka weather bohot hot hai, I need some cold water.",weather,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",bohot,URD
"Aaj ka weather bohot hot hai, I need some cold water.",hot,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",hai,URD
"Aaj ka weather bohot hot hai, I need some cold water.",I,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",need,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",some,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",cold,ENG
"Aaj ka weather bohot hot hai, I need some cold water.",water,ENG
Bhai tumne project submit kar diya? I am still working on mine.,Bhai,URD
Bhai tumne project submit kar diya? I am still working on mine.,tumne,ENG
Bhai tumne project submit kar diya? I am still working on mine.,project,ENG
Bhai tumne project submit kar diya? I am still working on mine.,submit,ENG
Bhai tumne project submit kar diya? I am still working on mine.,kar,URD
Bhai tumne project submit kar diya? I am still working on mine.,diya,ENG
Bhai tumne project submit kar diya? I am still working on mine.,I,ENG
Bhai tumne project submit kar diya? I am still working on mine.,am,ENG
Bhai tumne project submit kar diya? I am still working on mine.,still,ENG
Bhai tumne project submit kar diya? I am still working on mine.,working,ENG
Bhai tumne project submit kar diya? I am still working on mine.,on,ENG
Bhai tumne project submit kar diya? I am still working on mine.,mine,ENG
"Yaar this idea sounds really good, let's do it.",Yaar,URD
"Yaar this idea sounds really good, let's do it.",this,ENG
"Yaar this idea sounds really good, let's do it.",idea,ENG
"Yaar this idea sounds really good, let's do it.",sounds,ENG
"Yaar this idea sounds really good, let's do it.",really,ENG
"Yaar this idea sounds really good, let's do it.",good,ENG
"Yaar this idea sounds really good, let's do it.",let's,ENG
"Yaar this idea sounds really good, let's do it.",do,URD
"Yaar this idea sounds really good, let's do it.",it,ENG
"Main abhi ghar par hoon, you can call me.",Main,URD
"Main abhi ghar par hoon, you can call me.",abhi,URD
"Main abhi ghar par hoon, you can call me.",ghar,URD
"Main abhi ghar par hoon, you can call me.",par,URD
"Main abhi ghar par hoon, you can call me.",hoon,URD
"Main abhi ghar par hoon, you can call me.",you,ENG
"Main abhi ghar par hoon, you can call me.",can,ENG
"Main abhi ghar par hoon, you can call me.",call,ENG
"Main abhi ghar par hoon, you can call me.",me,ENG
Ye dress simple hai but it looks elegant.,Ye,URD
Ye dress simple hai but it looks elegant.,dress,ENG
Ye dress simple hai but it looks elegant.,simple,ENG
Ye dress simple hai but it looks elegant.,hai,URD
Ye dress simple hai but it looks elegant.,but,ENG
Ye dress simple hai but it looks elegant.,it,ENG
Ye dress simple hai but it looks elegant.,looks,ENG
Ye dress simple hai but it looks elegant.,elegant,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",Mujhe,URD
"Mujhe kal jaldi uthna hai, so I am going to sleep.",kal,URD
"Mujhe kal jaldi uthna hai, so I am going to sleep.",jaldi,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",uthna,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",hai,URD
"Mujhe kal jaldi uthna hai, so I am going to sleep.",so,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",I,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",am,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",going,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",to,ENG
"Mujhe kal jaldi uthna hai, so I am going to sleep.",sleep,ENG
"Bhai presentation ke slides ready hain, just need final edits.",Bhai,URD
"Bhai presentation ke slides ready hain, just need final edits.",presentation,ENG
"Bhai presentation ke slides ready hain, just need final edits.",ke,URD
"Bhai presentation ke slides ready hain, just need final edits.",slides,ENG
"Bhai presentation ke slides ready hain, just need final edits.",ready,ENG
"Bhai presentation ke slides ready hain, just need final edits.",hain,URD
"Bhai presentation ke slides ready hain, just need final edits.",just,ENG
"Bhai presentation ke slides ready hain, just need final edits.",need,ENG
"Bhai presentation ke slides ready hain, just need final edits.",final,ENG
"Bhai presentation ke slides ready hain, just need final edits.",edits,ENG
"Yaar I really enjoyed the vlog, it was so funny.",Yaar,URD
"Yaar I really enjoyed the vlog, it was so funny.",I,ENG
"Yaar I really enjoyed the vlog, it was so funny.",really,ENG
"Yaar I really enjoyed the vlog, it was so funny.",enjoyed,ENG
"Yaar I really enjoyed the vlog, it was so funny.",the,ENG
"Yaar I really enjoyed the vlog, it was so funny.",vlog,ENG
"Yaar I really enjoyed the vlog, it was so funny.",it,ENG
"Yaar I really enjoyed the vlog, it was so funny.",was,ENG
"Yaar I really enjoyed the vlog, it was so funny.",so,ENG
"Yaar I really enjoyed the vlog, it was so funny.",funny,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",Main,URD
"Main ne apna task complete kar liya, now waiting for feedback.",ne,URD
"Main ne apna task complete kar liya, now waiting for feedback.",apna,URD
"Main ne apna task complete kar liya, now waiting for feedback.",task,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",complete,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",kar,URD
"Main ne apna task complete kar liya, now waiting for feedback.",liya,URD
"Main ne apna task complete kar liya, now waiting for feedback.",now,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",waiting,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",for,ENG
"Main ne apna task complete kar liya, now waiting for feedback.",feedback,ENG
"Please ye file save kar lena, we may need it later.",Please,ENG
"Please ye file save kar lena, we may need it later.",ye,URD
"Please ye file save kar lena, we may need it later.",file,ENG
"Please ye file save kar lena, we may need it later.",save,ENG
"Please ye file save kar lena, we may need it later.",kar,URD
"Please ye file save kar lena, we may need it later.",lena,ENG
"Please ye file save kar lena, we may need it later.",we,ENG
"Please ye file save kar lena, we may need it later.",may,ENG
"Please ye file save kar lena, we may need it later.",need,ENG
"Please ye file save kar lena, we may need it later.",it,ENG
"Please ye file save kar lena, we may need it later.",later,ENG
Aaj university ka environment bohot peaceful tha.,Aaj,URD
Aaj university ka environment bohot peaceful tha.,university,ENG
Aaj university ka environment bohot peaceful tha.,ka,URD
Aaj university ka environment bohot peaceful tha.,environment,ENG
Aaj university ka environment bohot peaceful tha.,bohot,URD
Aaj university ka environment bohot peaceful tha.,peaceful,ENG
Aaj university ka environment bohot peaceful tha.,tha,URD
Mujhe lagta hai this project will be easier than the previous one.,Mujhe,URD
Mujhe lagta hai this project will be easier than the previous one.,lagta,URD
Mujhe lagta hai this project will be easier than the previous one.,hai,URD
Mujhe lagta hai this project will be easier than the previous one.,this,ENG
Mujhe lagta hai this project will be easier than the previous one.,project,ENG
Mujhe lagta hai this project will be easier than the previous one.,will,ENG
Mujhe lagta hai this project will be easier than the previous one.,be,ENG
Mujhe lagta hai this project will be easier than the previous one.,easier,ENG
Mujhe lagta hai this project will be easier than the previous one.,than,ENG
Mujhe lagta hai this project will be easier than the previous one.,the,ENG
Mujhe lagta hai this project will be easier than the previous one.,previous,ENG
Mujhe lagta hai this project will be easier than the previous one.,one,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",Bhai,URD
"Bhai mujhe thora confusion hai, can you explain it again?",mujhe,URD
"Bhai mujhe thora confusion hai, can you explain it again?",thora,URD
"Bhai mujhe thora confusion hai, can you explain it again?",confusion,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",hai,URD
"Bhai mujhe thora confusion hai, can you explain it again?",can,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",you,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",explain,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",it,ENG
"Bhai mujhe thora confusion hai, can you explain it again?",again,ENG
Yaar kal ka event was actually really fun.,Yaar,URD
Yaar kal ka event was actually really fun.,kal,URD
Yaar kal ka event was actually really fun.,ka,URD
Yaar kal ka event was actually really fun.,event,ENG
Yaar kal ka event was actually really fun.,was,ENG
Yaar kal ka event was actually really fun.,actually,ENG
Yaar kal ka event was actually really fun.,really,ENG
Yaar kal ka event was actually really fun.,fun,ENG
"Main ne sab ko message kar diya, now we just have to wait.",Main,URD
"Main ne sab ko message kar diya, now we just have to wait.",ne,URD
"Main ne sab ko message kar diya, now we just have to wait.",sab,ENG
